gene,cis_prop
ENSMUSG00000000056,1.9092437774395248
ENSMUSG00000000058,1.4849556167730296
ENSMUSG00000000078,0.023170942141593445
ENSMUSG00000000088,1.662374417478146
ENSMUSG00000000120,1.2563313253675048
ENSMUSG00000000142,1.8626780280804585
ENSMUSG00000000148,1.972922740843369
ENSMUSG00000000149,1.169006257417126
ENSMUSG00000000184,0.49450070770597865
ENSMUSG00000000194,0.5345663656310672
ENSMUSG00000000253,0.5654181490874448
ENSMUSG00000000275,0.8040213958838867
ENSMUSG00000000276,0.4370813738253538
ENSMUSG00000000278,1.6973950862530915
ENSMUSG00000000290,1.8092824885234966
ENSMUSG00000000339,0.7505280105446939
ENSMUSG00000000340,1.6513567013639883
ENSMUSG00000000378,1.8806331063099604
ENSMUSG00000000384,1.1072293264382216
ENSMUSG00000000420,0.9889009387837673
